Medal,Name,Sex,NOC,Event,Sport,City,Team,Games,Year,Weight,Height,Age,Season,ID
Silver,BERGSTROM Fredrik,M,SWE,Men's Two Person Dinghy - 470,Sailing,Tokyo,Sweden,2020 Tokyo,2020,140,165,23,Summer,0
Silver,DAHLBERG Anton,M,SWE,Men's Two Person Dinghy - 470,Sailing,Tokyo,Sweden,2020 Tokyo,2020,55,153,24,Summer,0
Bronze,RODRIGUEZ GARCIA-PAZ Nicolas,M,ESP,Men's Two Person Dinghy - 470,Sailing,Tokyo,Spain,2020 Tokyo,2020,129,202,34,Summer,0
Bronze,XAMMAR Jordi,M,ESP,Men's Two Person Dinghy - 470,Sailing,Tokyo,Spain,2020 Tokyo,2020,73,183,28,Summer,0
Gold,McINTYRE Eilidh,W,GBR,Women's Two Person Dinghy - 470,Sailing,Tokyo,UK,2020 Tokyo,2020,105,195,23,Summer,0
Gold,MILLS Hannah,W,GBR,Women's Two Person Dinghy - 470,Sailing,Tokyo,UK,2020 Tokyo,2020,99,179,25,Summer,0
Silver,SKRZYPULEC Agnieszka,W,POL,Women's Two Person Dinghy - 470,Sailing,Tokyo,Poland,2020 Tokyo,2020,51,165,18,Summer,0
Silver,OGAR Jolanta,W,POL,Women's Two Person Dinghy - 470,Sailing,Tokyo,Poland,2020 Tokyo,2020,150,140,20,Summer,0
Bronze,LECOINTRE Camille,W,FRA,Women's Two Person Dinghy - 470,Sailing,Tokyo,France,2020 Tokyo,2020,125,173,18,Summer,0
Bronze,RETORNAZ Aloise,W,FRA,Women's Two Person Dinghy - 470,Sailing,Tokyo,France,2020 Tokyo,2020,55,187,20,Summer,0
Gold,YOSOZUMI Sakura,W,JPN,Women's Park,Skateboarding,Tokyo,Japan,2020 Tokyo,2020,119,165,22,Summer,0
Silver,HIRAKI Kokona,W,JPN,Women's Park,Skateboarding,Tokyo,Japan,2020 Tokyo,2020,131,191,25,Summer,0
Bronze,BROWN Sky,W,GBR,Women's Park,Skateboarding,Tokyo,UK,2020 Tokyo,2020,122,177,24,Summer,0
Gold,TALAKHADZE Lasha,M,GEO,Men's +109kg,Weightlifting,Tokyo,Georgia,2020 Tokyo,2020,93,178,32,Summer,0
Silver,DAVOUDI Ali,M,IRI,Men's +109kg,Weightlifting,Tokyo,Iran,2020 Tokyo,2020,81,153,22,Summer,0
Bronze,ASAAD Man,M,SYR,Men's +109kg,Weightlifting,Tokyo,Syria,2020 Tokyo,2020,78,185,25,Summer,0
Gold,GERAEI Mohammadreza,M,IRI,Men's Greco-Roman 67kg,Wrestling,Tokyo,Iran,2020 Tokyo,2020,125,146,27,Summer,0
Silver,NASIBOV Parviz,M,UKR,Men's Greco-Roman 67kg,Wrestling,Tokyo,Ukraine,2020 Tokyo,2020,99,179,30,Summer,0
Bronze,ELSAYED Mohamed Ibrahim Elsayed,M,EGY,Men's Greco-Roman 67kg,Wrestling,Tokyo,Egypt,2020 Tokyo,2020,89,198,24,Summer,0
Bronze,STAEBLER Frank,M,GER,Men's Greco-Roman 67kg,Wrestling,Tokyo,Germany,2020 Tokyo,2020,105,196,22,Summer,0
Gold,BELENIUK Zhan,M,UKR,Men's Greco-Roman 87kg,Wrestling,Tokyo,Ukraine,2020 Tokyo,2020,116,192,32,Summer,0
Silver,LORINCZ Viktor,M,HUN,Men's Greco-Roman 87kg,Wrestling,Tokyo,Hungary,2020 Tokyo,2020,76,167,30,Summer,0
Bronze,KUDLA Denis Maksymilian,M,GER,Men's Greco-Roman 87kg,Wrestling,Tokyo,Germany,2020 Tokyo,2020,86,202,32,Summer,0
Bronze,DATUNASHVILI Zurabi,M,SRB,Men's Greco-Roman 87kg,Wrestling,Tokyo,Serbia,2020 Tokyo,2020,68,194,28,Summer,0
Gold,KAWAI Yukako,W,JPN,Women's Freestyle 62kg,Wrestling,Tokyo,Japan,2020 Tokyo,2020,135,156,29,Summer,0
Silver,TYNYBEKOVA Aisuluu,W,KGZ,Women's Freestyle 62kg,Wrestling,Tokyo,Kyrgyzstan,2020 Tokyo,2020,132,187,21,Summer,0
Bronze,KOLIADENKO Iryna,W,UKR,Women's Freestyle 62kg,Wrestling,Tokyo,Ukraine,2020 Tokyo,2020,139,146,21,Summer,0
Bronze,YUSEIN Taybe Mustafa,W,BUL,Women's Freestyle 62kg,Wrestling,Tokyo,Bulgaria,2020 Tokyo,2020,89,145,27,Summer,0
Gold,PARCHMENT Hansle,M,JAM,Men's 110m Hurdles,Athletics,Tokyo,Jamaica,2020 Tokyo,2020,76,160,26,Summer,0
Silver,HOLLOWAY Grant,M,USA,Men's 110m Hurdles,Athletics,Tokyo,USA,2020 Tokyo,2020,135,165,31,Summer,0
Bronze,LEVY Ronald,M,JAM,Men's 110m Hurdles,Athletics,Tokyo,Jamaica,2020 Tokyo,2020,135,141,21,Summer,0
Gold,STANO Massimo,M,ITA,Men's 20km Race Walk,Athletics,Tokyo,Italy,2020 Tokyo,2020,67,142,20,Summer,0
Silver,IKEDA Koki,M,JPN,Men's 20km Race Walk,Athletics,Tokyo,Japan,2020 Tokyo,2020,62,157,33,Summer,0
Bronze,YAMANISHI Toshikazu,M,JPN,Men's 20km Race Walk,Athletics,Tokyo,Japan,2020 Tokyo,2020,96,165,34,Summer,0
Gold,GARDINER Steven,M,BAH,Men's 400m,Athletics,Tokyo,Bahamas,2020 Tokyo,2020,117,141,23,Summer,0
Silver,ZAMBRANO Anthony Jose,M,COL,Men's 400m,Athletics,Tokyo,Colombia,2020 Tokyo,2020,109,160,24,Summer,0
Bronze,JAMES Kirani,M,GRN,Men's 400m,Athletics,Tokyo,Grenada,2020 Tokyo,2020,60,208,20,Summer,0
Gold,CROUSER Ryan,M,USA,Men's Shot Put,Athletics,Tokyo,USA,2020 Tokyo,2020,109,200,18,Summer,0
Silver,KOVACS Joe,M,USA,Men's Shot Put,Athletics,Tokyo,USA,2020 Tokyo,2020,137,175,27,Summer,0
Bronze,WALSH Tomas,M,NZL,Men's Shot Put,Athletics,Tokyo,New Zealand,2020 Tokyo,2020,114,171,25,Summer,0
Gold,PICHARDO Pedro,M,POR,Men's Triple Jump,Athletics,Tokyo,Portugal,2020 Tokyo,2020,143,145,31,Summer,0
Silver,ZHU Yaming,M,CHN,Men's Triple Jump,Athletics,Tokyo,China,2020 Tokyo,2020,74,183,26,Summer,0
Bronze,ZANGO Hugues Fabrice,M,BUR,Men's Triple Jump,Athletics,Tokyo,Burkina Faso,2020 Tokyo,2020,122,204,33,Summer,0
Gold,NAGEOTTE Katie,W,USA,Women's Pole Vault,Athletics,Tokyo,USA,2020 Tokyo,2020,54,191,27,Summer,0
Silver,SIDOROVA Anzhelika,W,ROC,Women's Pole Vault,Athletics,Tokyo,,2020 Tokyo,2020,95,197,32,Summer,0
Bronze,BRADSHAW Holly,W,GBR,Women's Pole Vault,Athletics,Tokyo,UK,2020 Tokyo,2020,82,194,29,Summer,0
Gold,BATYRGAZIEV Albert,M,ROC,Men's Feather (52-57kg),Boxing,Tokyo,,2020 Tokyo,2020,81,154,26,Summer,0
Silver,RAGAN Duke,M,USA,Men's Feather (52-57kg),Boxing,Tokyo,USA,2020 Tokyo,2020,61,180,34,Summer,0
Bronze,BIBOSSINOV Saken,M,KAZ,Men's Fly (48-52kg),Boxing,Tokyo,Kazakhstan,2020 Tokyo,2020,142,189,21,Summer,0
Bronze,TANAKA Ryomei,M,JPN,Men's Fly (48-52kg),Boxing,Tokyo,Japan,2020 Tokyo,2020,86,175,29,Summer,0
Bronze,MARCIAL Eumir,M,PHI,Men's Middle (69-75kg),Boxing,Tokyo,Philippines,2020 Tokyo,2020,145,169,30,Summer,0
Bronze,BAKSHI Gleb,M,ROC,Men's Middle (69-75kg),Boxing,Tokyo,,2020 Tokyo,2020,77,148,31,Summer,0
Bronze,SEESONDEE Sudaporn,W,THA,Women's Light (57-60kg),Boxing,Tokyo,Thailand,2020 Tokyo,2020,85,158,31,Summer,0
Bronze,POTKONEN Mira Marjut Johanna,W,FIN,Women's Light (57-60kg),Boxing,Tokyo,Finland,2020 Tokyo,2020,70,144,18,Summer,0
Gold,van der WESTHUYZEN Jean,M,AUS,Men's Kayak Double 1000m,Canoeing,Tokyo,Australia,2020 Tokyo,2020,86,188,30,Summer,0
Gold,GREEN Thomas,M,AUS,Men's Kayak Double 1000m,Canoeing,Tokyo,Australia,2020 Tokyo,2020,113,173,18,Summer,0
Silver,SCHOPF Jacob,M,GER,Men's Kayak Double 1000m,Canoeing,Tokyo,Germany,2020 Tokyo,2020,86,170,19,Summer,0
Silver,HOFF Max,M,GER,Men's Kayak Double 1000m,Canoeing,Tokyo,Germany,2020 Tokyo,2020,136,173,29,Summer,0
Bronze,DOSTAL Josef,M,CZE,Men's Kayak Double 1000m,Canoeing,Tokyo,Czech Republic,2020 Tokyo,2020,115,149,24,Summer,0
Bronze,SLOUF Radek,M,CZE,Men's Kayak Double 1000m,Canoeing,Tokyo,Czech Republic,2020 Tokyo,2020,132,167,34,Summer,0
Gold,TOTKA Sandor,M,HUN,Men's Kayak Single 200m,Canoeing,Tokyo,Hungary,2020 Tokyo,2020,120,200,23,Summer,0
Silver,RIZZA Manfredi,M,ITA,Men's Kayak Single 200m,Canoeing,Tokyo,Italy,2020 Tokyo,2020,95,151,23,Summer,0
Bronze,HEATH Liam,M,GBR,Men's Kayak Single 200m,Canoeing,Tokyo,UK,2020 Tokyo,2020,64,194,30,Summer,0
Gold,HARRISON Nevin,W,USA,Women's Canoe Single 200m,Canoeing,Tokyo,USA,2020 Tokyo,2020,89,153,26,Summer,0
Silver,VINCENT-LAPOINTE Laurence,W,CAN,Women's Canoe Single 200m,Canoeing,Tokyo,Canada,2020 Tokyo,2020,117,146,32,Summer,0
Bronze,LUZAN Liudmyla,W,UKR,Women's Canoe Single 200m,Canoeing,Tokyo,Ukraine,2020 Tokyo,2020,119,172,19,Summer,0
Gold,CARRINGTON Lisa,W,NZL,Women's Kayak Single 500m,Canoeing,Tokyo,New Zealand,2020 Tokyo,2020,86,187,32,Summer,0
Silver,CSIPES Tamara,W,HUN,Women's Kayak Single 500m,Canoeing,Tokyo,Hungary,2020 Tokyo,2020,137,146,18,Summer,0
Bronze,JORGENSEN Emma Aastrand,W,DEN,Women's Kayak Single 500m,Canoeing,Tokyo,Denmark,2020 Tokyo,2020,79,175,25,Summer,0
Gold,WALLS Matthew,M,GBR,Men's Omnium,Cycling,Tokyo,UK,2020 Tokyo,2020,72,209,29,Summer,0
Silver,STEWART Campbell,M,NZL,Men's Omnium,Cycling,Tokyo,New Zealand,2020 Tokyo,2020,130,195,22,Summer,0
Bronze,VIVIANI Elia,M,ITA,Men's Omnium,Cycling,Tokyo,Italy,2020 Tokyo,2020,50,175,24,Summer,0
Gold,BRASPENNINCX Shanne,W,NED,Women's Keirin,Cycling,Tokyo,Netherlands,2020 Tokyo,2020,56,157,19,Summer,0
Silver,ANDREWS Ellesse,W,NZL,Women's Keirin,Cycling,Tokyo,New Zealand,2020 Tokyo,2020,65,143,24,Summer,0
Bronze,GENEST Lauriane,W,CAN,Women's Keirin,Cycling,Tokyo,Canada,2020 Tokyo,2020,137,140,26,Summer,0
Gold,QUAN Hongchan,W,CHN,Women's 10m Platform,Diving,Tokyo,China,2020 Tokyo,2020,127,189,23,Summer,0
Silver,CHEN Yuxi,W,CHN,Women's 10m Platform,Diving,Tokyo,China,2020 Tokyo,2020,110,172,29,Summer,0
Bronze,WU Melissa,W,AUS,Women's 10m Platform,Diving,Tokyo,Australia,2020 Tokyo,2020,119,196,28,Summer,0
Gold,BOCCARD Gauthier,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,61,179,20,Summer,0
Gold,de KERPEL Nicolas,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,92,191,28,Summer,0
Gold,de SLOOVER Arthur Anne-Marie Thierr,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,125,154,27,Summer,0
Gold,HENDRICKX Alexander Robby P,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,121,143,28,Summer,0
Gold,LUYPAERT Loick Fanny A,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,99,159,22,Summer,0
Gold,van AUBEL Florent,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,64,147,28,Summer,0
Gold,VANASCH Vincent,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,142,180,30,Summer,0
Gold,BOON Tom Alain,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,86,163,27,Summer,0
Gold,BRIELS Thomas,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,62,185,31,Summer,0
Gold,CHARLIER Cedric Daniel Andre,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,144,182,32,Summer,0
Gold,DENAYER Felix Veronique B.,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,72,171,24,Summer,0
Gold,DOCKIER Sebastien,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,144,159,24,Summer,0
Gold,GOUGNARD Simon Pierre F,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,88,175,33,Summer,0
Gold,KINA Antoine Sylvain T,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,123,175,22,Summer,0
Gold,MEURMANS Augustin Jean J,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,94,182,27,Summer,0
Gold,WEGNEZ Victor Nicky B,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,121,205,25,Summer,0
Gold,van DOREN Arthur,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,136,141,27,Summer,0
Gold,DOHMEN John-John Dominique M,M,BEL,Men,Hockey,Tokyo,Belgium,2020 Tokyo,2020,67,151,31,Summer,0
Silver,CHARTER Andrew Lewis,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,92,151,34,Summer,0
Silver,MITTON Trent Grant,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,123,193,32,Summer,0
Silver,OCKENDEN Edward Clive,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,110,157,22,Summer,0
Silver,WHETTON Jacob Thomas,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,130,162,29,Summer,0
Silver,ZALEWSKI Aran,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,75,193,28,Summer,0
Silver,BEALE Daniel James,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,140,171,18,Summer,0
Silver,WICKHAM Tom Joseph,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,66,207,26,Summer,0
Silver,DAWSON Matthew,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,52,179,31,Summer,0
Silver,BRAND Tim,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,144,147,27,Summer,0
Silver,GOVERS Blake,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,132,163,31,Summer,0
Silver,OGILVIE Flynn Andrew,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,143,180,23,Summer,0
Silver,CRAIG Thomas William,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,90,179,28,Summer,0
Silver,HOWARD Tim,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,81,184,18,Summer,0
Silver,BELTZ Joshua,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,67,203,29,Summer,0
Silver,HAYWARD Jeremy Thomas,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,128,160,33,Summer,0
Silver,SHARP Lachlan Thomas,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,94,141,33,Summer,0
Silver,SIMMONDS Joshua,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,105,143,25,Summer,0
Silver,MARTIN Dylan,M,AUS,Men,Hockey,Tokyo,Australia,2020 Tokyo,2020,93,183,27,Summer,0
Bronze,PARATTU RAVEENDRAN Sreejesh,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,57,142,34,Summer,0
Bronze,SINGH Harmanpreet,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,84,176,28,Summer,0
Bronze,LAKRA Birendra,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,122,158,32,Summer,0
Bronze,KUMAR Surender,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,69,198,34,Summer,0
Bronze,ROHIDAS Amit,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,102,185,28,Summer,0
Bronze,KUMAR Varun,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,103,143,18,Summer,0
Bronze,SINGH Rupinder Pal,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,58,198,30,Summer,0
Bronze,SINGH Manpreet,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,110,182,23,Summer,0
Bronze,SUMIT,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,76,159,21,Summer,0
Bronze,SHARMA Nilakanta,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,135,195,30,Summer,0
Bronze,SINGH Hardik,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,90,154,28,Summer,0
Bronze,PRASAD Vivek Sagar,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,106,198,28,Summer,0
Bronze,SINGH Mandeep,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,141,168,19,Summer,0
Bronze,SINGH Shamsher,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,101,192,19,Summer,0
Bronze,UPADHYAY Lalit Kumar,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,145,162,31,Summer,0
Bronze,SINGH Simranjeet,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,117,205,33,Summer,0
Bronze,SINGH Dilpreet,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,92,171,23,Summer,0
Bronze,SINGH Gurjant,M,IND,Men,Hockey,Tokyo,India,2020 Tokyo,2020,119,152,26,Summer,0
Gold,da COSTA Steven,M,FRA,Men's Kumite -67kg,Karate,Tokyo,France,2020 Tokyo,2020,107,208,19,Summer,0
Silver,SAMDAN Eray,M,TUR,Men's Kumite -67kg,Karate,Tokyo,Turkey,2020 Tokyo,2020,126,199,34,Summer,0
Bronze,ALMASATFA Abdel Rahman,M,JOR,Men's Kumite -67kg,Karate,Tokyo,Jordan,2020 Tokyo,2020,94,159,18,Summer,0
Bronze,ASSADILOV Darkhan,M,KAZ,Men's Kumite -67kg,Karate,Tokyo,Kazakhstan,2020 Tokyo,2020,64,170,20,Summer,0
Gold,SANCHEZ JAIME Sandra,W,ESP,Women's Kata,Karate,Tokyo,Spain,2020 Tokyo,2020,106,196,26,Summer,0
Silver,SHIMIZU Kiyou,W,JPN,Women's Kata,Karate,Tokyo,Japan,2020 Tokyo,2020,148,199,29,Summer,0
Bronze,LAU Mo Sheung Grace,W,HKG,Women's Kata,Karate,Tokyo,China,2020 Tokyo,2020,73,203,34,Summer,0
Bronze,BOTTARO Viviana,W,ITA,Women's Kata,Karate,Tokyo,Italy,2020 Tokyo,2020,82,163,26,Summer,0
Gold,GORANOVA Ivet,W,BUL,Women's Kumite -55kg,Karate,Tokyo,Bulgaria,2020 Tokyo,2020,66,156,28,Summer,0
Silver,TERLIUGA Anzhelika,W,UKR,Women's Kumite -55kg,Karate,Tokyo,Ukraine,2020 Tokyo,2020,110,147,26,Summer,0
Bronze,PLANK Bettina,W,AUT,Women's Kumite -55kg,Karate,Tokyo,Austria,2020 Tokyo,2020,85,187,27,Summer,0
Bronze,WEN Tzuyun,W,TPE,Women's Kumite -55kg,Karate,Tokyo,Taiwan,2020 Tokyo,2020,86,196,31,Summer,0
Gold,WELLBROCK Florian,M,GER,Men's 10km,Marathon Swimming,Tokyo,Germany,2020 Tokyo,2020,145,173,18,Summer,0
Silver,RASOVSZKY Kristof,M,HUN,Men's 10km,Marathon Swimming,Tokyo,Hungary,2020 Tokyo,2020,63,173,20,Summer,0
Bronze,PALTRINIERI Gregorio,M,ITA,Men's 10km,Marathon Swimming,Tokyo,Italy,2020 Tokyo,2020,147,195,27,Summer,0
Gold,PALMER Keegan,M,AUS,Men's Park,Skateboarding,Tokyo,Australia,2020 Tokyo,2020,83,183,21,Summer,0
Silver,BARROS Pedro,M,BRA,Men's Park,Skateboarding,Tokyo,Brazil,2020 Tokyo,2020,85,180,34,Summer,0
Bronze,JUNEAU Cory,M,USA,Men's Park,Skateboarding,Tokyo,USA,2020 Tokyo,2020,56,170,23,Summer,0
Gold,GINES LOPEZ Alberto,M,ESP,Men's Combined,Sport Climbing,Tokyo,Spain,2020 Tokyo,2020,118,173,25,Summer,0
Silver,COLEMAN Nathaniel,M,USA,Men's Combined,Sport Climbing,Tokyo,USA,2020 Tokyo,2020,80,177,32,Summer,0
Bronze,SCHUBERT Jakob,M,AUT,Men's Combined,Sport Climbing,Tokyo,Austria,2020 Tokyo,2020,93,202,26,Summer,0
Gold,CHEN Meng,W,CHN,Women's Team,Table Tennis,Tokyo,China,2020 Tokyo,2020,111,165,18,Summer,0
Gold,SUN Yingsha,W,CHN,Women's Team,Table Tennis,Tokyo,China,2020 Tokyo,2020,93,190,22,Summer,0
Gold,WANG Manyu,W,CHN,Women's Team,Table Tennis,Tokyo,China,2020 Tokyo,2020,95,207,29,Summer,0
Silver,ISHIKAWA Kasumi,W,JPN,Women's Team,Table Tennis,Tokyo,Japan,2020 Tokyo,2020,84,179,33,Summer,0
Silver,HIRANO Miu,W,JPN,Women's Team,Table Tennis,Tokyo,Japan,2020 Tokyo,2020,138,151,25,Summer,0
Silver,ITO Mima,W,JPN,Women's Team,Table Tennis,Tokyo,Japan,2020 Tokyo,2020,110,191,23,Summer,0
Bronze,DOO Hoi Kem,W,HKG,Women's Team,Table Tennis,Tokyo,China,2020 Tokyo,2020,74,153,33,Summer,0
Bronze,LEE Ho Ching,W,HKG,Women's Team,Table Tennis,Tokyo,China,2020 Tokyo,2020,128,185,30,Summer,0
Bronze,SOO Wai Yam Minnie,W,HKG,Women's Team,Table Tennis,Tokyo,China,2020 Tokyo,2020,84,158,27,Summer,0
Gold,UGUEV Zavur,M,ROC,Men's Freestyle 57kg,Wrestling,Tokyo,,2020 Tokyo,2020,123,143,26,Summer,0
Silver,RAVI Kumar,M,IND,Men's Freestyle 57kg,Wrestling,Tokyo,India,2020 Tokyo,2020,94,198,32,Summer,0
Bronze,SANAYEV Nurislam,M,KAZ,Men's Freestyle 57kg,Wrestling,Tokyo,Kazakhstan,2020 Tokyo,2020,149,148,32,Summer,0
Bronze,GILMAN Thomas Patrick,M,USA,Men's Freestyle 57kg,Wrestling,Tokyo,USA,2020 Tokyo,2020,106,175,27,Summer,0
Gold,TAYLOR III David Morris,M,USA,Men's Freestyle 86kg,Wrestling,Tokyo,USA,2020 Tokyo,2020,85,154,20,Summer,0
Silver,YAZDANICHARATI Hassan,M,IRI,Men's Freestyle 86kg,Wrestling,Tokyo,Iran,2020 Tokyo,2020,100,179,29,Summer,0
Bronze,AMINE Myles Nazem,M,SMR,Men's Freestyle 86kg,Wrestling,Tokyo,San Marino,2020 Tokyo,2020,83,164,19,Summer,0
Bronze,NAIFONOV Artur,M,ROC,Men's Freestyle 86kg,Wrestling,Tokyo,,2020 Tokyo,2020,136,159,26,Summer,0
Gold,KAWAI Risako,W,JPN,Women's Freestyle 57kg,Wrestling,Tokyo,Japan,2020 Tokyo,2020,116,182,29,Summer,0
Silver,KURACHKINA Iryna,W,BLR,Women's Freestyle 57kg,Wrestling,Tokyo,Belarus,2020 Tokyo,2020,87,140,22,Summer,0
Bronze,NIKOLOVA Evelina Georgieva,W,BUL,Women's Freestyle 57kg,Wrestling,Tokyo,Bulgaria,2020 Tokyo,2020,66,164,30,Summer,0
Bronze,MAROULIS Helen Louise,W,USA,Women's Freestyle 57kg,Wrestling,Tokyo,USA,2020 Tokyo,2020,72,187,20,Summer,0
Gold,JACOBS Lamont Marcell,M,ITA,Men's 4 x 100m Relay,Athletics,Tokyo,Italy,2020 Tokyo,2020,142,166,25,Summer,0
Gold,TORTU Filippo,M,ITA,Men's 4 x 100m Relay,Athletics,Tokyo,Italy,2020 Tokyo,2020,137,147,29,Summer,0
Gold,DESALU Eseosa Fostine,M,ITA,Men's 4 x 100m Relay,Athletics,Tokyo,Italy,2020 Tokyo,2020,98,189,22,Summer,0
Gold,PATTA Lorenzo,M,ITA,Men's 4 x 100m Relay,Athletics,Tokyo,Italy,2020 Tokyo,2020,63,148,28,Summer,0
Silver,MITCHELL-BLAKE Nethaneel,M,GBR,Men's 4 x 100m Relay,Athletics,Tokyo,UK,2020 Tokyo,2020,99,206,19,Summer,0
Silver,KILTY Richard,M,GBR,Men's 4 x 100m Relay,Athletics,Tokyo,UK,2020 Tokyo,2020,99,193,20,Summer,0
Silver,UJAH Chijindu,M,GBR,Men's 4 x 100m Relay,Athletics,Tokyo,UK,2020 Tokyo,2020,93,201,26,Summer,0
Silver,HUGHES Zharnel,M,GBR,Men's 4 x 100m Relay,Athletics,Tokyo,UK,2020 Tokyo,2020,141,140,33,Summer,0
Bronze,RODNEY Brendon,M,CAN,Men's 4 x 100m Relay,Athletics,Tokyo,Canada,2020 Tokyo,2020,55,143,29,Summer,0
Bronze,de GRASSE Andre,M,CAN,Men's 4 x 100m Relay,Athletics,Tokyo,Canada,2020 Tokyo,2020,121,158,22,Summer,0
Bronze,BLAKE Jerome,M,CAN,Men's 4 x 100m Relay,Athletics,Tokyo,Canada,2020 Tokyo,2020,133,189,26,Summer,0
Bronze,BROWN Aaron,M,CAN,Men's 4 x 100m Relay,Athletics,Tokyo,Canada,2020 Tokyo,2020,75,203,22,Summer,0
Gold,CHEPTEGEI Joshua,M,UGA,Men's 5000m,Athletics,Tokyo,Uganda,2020 Tokyo,2020,82,193,21,Summer,0
Silver,AHMED Mohammed,M,CAN,Men's 5000m,Athletics,Tokyo,Canada,2020 Tokyo,2020,63,193,26,Summer,0
Bronze,CHELIMO Paul,M,USA,Men's 5000m,Athletics,Tokyo,USA,2020 Tokyo,2020,109,159,28,Summer,0
Gold,TOMALA Dawid,M,POL,Men's 50km Race Walk,Athletics,Tokyo,Poland,2020 Tokyo,2020,72,157,29,Summer,0
Silver,HILBERT Jonathan,M,GER,Men's 50km Race Walk,Athletics,Tokyo,Germany,2020 Tokyo,2020,83,184,32,Summer,0
Bronze,DUNFEE Evan,M,CAN,Men's 50km Race Walk,Athletics,Tokyo,Canada,2020 Tokyo,2020,142,183,25,Summer,0
Gold,KIPYEGON Faith,W,KEN,Women's 1500m,Athletics,Tokyo,Kenya,2020 Tokyo,2020,128,175,25,Summer,0
Silver,MUIR Laura,W,GBR,Women's 1500m,Athletics,Tokyo,UK,2020 Tokyo,2020,53,178,21,Summer,0
Bronze,HASSAN Sifan,W,NED,Women's 1500m,Athletics,Tokyo,Netherlands,2020 Tokyo,2020,135,187,18,Summer,0
Gold,PALMISANO Antonella,W,ITA,Women's 20km Race Walk,Athletics,Tokyo,Italy,2020 Tokyo,2020,69,207,18,Summer,0
Silver,ARENAS Sandra Lorena,W,COL,Women's 20km Race Walk,Athletics,Tokyo,Colombia,2020 Tokyo,2020,55,171,28,Summer,0
Bronze,LIU Hong,W,CHN,Women's 20km Race Walk,Athletics,Tokyo,China,2020 Tokyo,2020,69,167,29,Summer,0
